Text,id,Date,agendas_a:_don't_vote,agendas_a:_protest/campaign,agendas_a:_share_information,agendas_a:_vote,agendas_a:_vote_against_e,agendas_a:_vote_for_e,agendas_b:_good_outcome_is_possible,agendas_b:_e/g_is_immoral/harmful,agendas_b:_e/g_is_moral/beneficial,agendas_b:_election_process_fair,agendas_b:_election_process_flawed/manipulated_by_e/g,agendas_b:_self/g_is_at_risk,agendas_na,agendas_none,agendas_unannotatable,concerns_character_of_e,concerns_democracy,concerns_economy,concerns_environment,concerns_fake_news/misinfo,concerns_immigration/refugees,concerns_international_alliances,concerns_na,concerns_national_identity_&_pride,concerns_none,concerns_relationship_w/_russia,concerns_religion,concerns_terrorism/counterterrorism,concerns_unannotatable,emotions_admiration/love,emotions_amusement,emotions_anger/contempt/disgust,emotions_embarrassment/guilt/sadness,emotions_fear/pessimism,emotions_joy/happiness,emotions_na,emotions_negative-other,emotions_none,emotions_optimism/hope,emotions_positive-other,emotions_pride,emotions_unannotatable
@EmmanuelMacron @BarackObama He wants the whole world to be liberal....and he wants to be president of it.,9b7b9bf0be932629ddda500cf75bb22bb53b298a,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RT @EmmanuelMacron Nous avons évoqué le cas des personnes LGBT en Tchétchénie. J'ai très précisément indiqué au président Poutine les attentes de la France. https://t.co/aWosf3Nw4t,bc1b3aa4a32fe0605a7b93a0e656fe3a2d860acf,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0
"RT @Sach_He Le vote pour @EmmanuelMacron n'est pas un vote utile,c'est un vote essentiel pour faire bouger notre pays #LaFranceEnMarche #MacronPrésident",1949c091f5bb519f909c975d247d8a8b58e252c0,NA,0,0,0,0,0,0.666666667,0.333333333,0,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0.333333333,0.666666667,0.333333333,0,0
@GMeurice @jlm_2017 comm tout les autre l'idiot BHL comme le FN n'ont pas écouté les mots prononcé mais juste insulter gratuitement,ebee3bcc5ae50363425521ae53599e20db06e54b,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.666666667,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
"RT @MLP_officiel ""Les entreprises qui délocalisent ne pourront plus réimporter leurs produits sans une taxe de 35%."" #19RuthElkrief",2047948de219d32b186ad7ff03d41a120e240f51,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0.666666667,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0
RT @boucherbrigit Demain #Polmat spécial sur @LCP #questiondemethode consacré @MLP_officiel RDV 8h30/9h30 #Presidentielle2017 https://t.co/F0i1DG2jMV,b14f691fd1d205559ae3d9bcafa69c904fcecc1e,NA,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RT @JCheminade Ce que le Maire de Montaut (24) attend de la #présidentielle2017 #parrainages https://t.co/563krfMZ2Z,44f75c5852d2edb1ca697e6f2362a44eef14cf69,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"RT @MLP_officiel ""Je veux supprimer le droit du sol, et renouer avec le droit de la filiation et avec la naturalisation au mérite."" #LeTalk",1df298b5518a1c57a9c46612d23e7886b2083bea,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0.333333333,0,0
RT @golez_marc @MLP_officiel Plagiaire de #Asselineau mais sans en tirer les bonnes conclusions. Le seul #Frexit possible c'est avec l'#UPR,13ed2efcf92e59c5d8078172d4de5b19bfcfc55e,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
"RT @enmarchefr ""Le numérique c’est l’accès à l’information, mais c’est aussi l’accès à l’autre."" @axelletess @all0nsenfants",023a74eaaaf6377f00cd1d1197bd08f0193ae591,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
@fhollande @EmmanuelMacron Chem,13d1b03939f2a6849e21af978218af94e5b5ac2f,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RT @dupontaignan Les paroles de Marine Le Pen de ce soir sont insultantes pour tous les Français issus de l'immigration. Comment oser dire de telles choses!,6ea15bab083b5a5a3f745c8a2b07843a79cabb0f,NA,0,0,0,0,0,0,0,0.666666667,0,0,0,0,1,0.333333333,0,0.666666667,0,0,0,0,0.666666667,0,1,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,1,0.333333333,0,0,0,0,0
"RT @MLP_officiel ""Nous devons redevenir une grande Nation libre et souveraine."" #Élysée2017",8a49e099fff47f93eb9dd668c7e3a2d9377a3419,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0,2,0
"@EmmanuelMacron oggi si insedia all'eliseo @matteorenzi fa l'operatore ecologico, un segno del destino? :-)",2a23dfd431728fd3a114046078b6029b9fb2a707,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
RT @FrancoisFillon Monsieur #Macron c'est la continuité de la politique de François Hollande. #Le79inter,7ebace067e65021c2c17778059d8a70470fc6e1f,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0
"RT @FranceintheUK France determined to combat #terrorism everywhere in Europe, President @EmmanuelMacron says at UK Embassy in Paris: https://t.co/tr4iKBeUkM https://t.co/Q3Gu11YqHd",eab6ece9e472dc97fbb9014eed322825b2cbe546,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
RT @UPR_Asselineau Anomalies multiples au Conseil Constitutionnel : L'@Maires_Ruraux exige la publication intégrale des parrainages de chaque candidat https://t.co/N5YU6YZVDs,500de80e79c96f625ef542466d1e9539c959d213,NA,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
"RT @ChTaubira ""Il faut une gouvernance démocratique de la zone euro. C'est ce que @benoithamon propose. Il a confié à T. Piketty une mission en ce sens""",6ba757a00bcb5cdaed3ebb1c50f2855ce7fc56e3,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.333333333,0.333333333,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
RT @alexiscorbiere Parrainages pour @JLMelenchon : 666 pour la 6e République #JLM2017 #18mars2017 https://t.co/VSR9vJSFUT,e8ef6a4be06ebf7ab6614c95add10920712734c4,NA,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"RT @enmarchefr ""Notre candidat ne vocifère pas ; il n'invective pas ; il n’insulte pas. Il comprend ; il considère ; il agit."" @Sach_He #MacronDirect https://t.co/WXWNDEf4Zo",5e4c78da5cae9db821f3d43b39d8f44c7914180e,NA,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0.333333333,0,0
RT @EmmanuelMacron L'éducation est le pilier de la transformation que je veux mener. #2017LeDébat https://t.co/VITDuPAQql,038fbb98e84fb5ab5628c3da50151b5196058e63,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0,0,0
RT @AtsemFrance @yannicktrigance @benoithamon @partisocialiste merci pour belle rencontre.,8cd1a3b4858bb3986397f1cee725ea66224cf606,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0,0,0.666666667,0,0
"RT @FrancoisFillon Hier à Londres, aujourd'hui à #SaintPetersbourg . Solidarité avec le peuple russe. Vaincre le terrorisme doit être notre priorité absolue.",056403018118aec099210e8289b322637fb59eec,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.666666667,0,0,1,0,0,0,0.666666667,0,0
@GhiGhiYT @maximecrdn @EmmanuelMacron On va pas se faire peur : cet abruti ne peut et ne doit être en aucun cas au second tour...,2db05204788a10854ebe54fd754edad8610b754a,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333333333,0,0,0,1,0.666666667,0.333333333,0,0,0,0
RT @les_repliques .@EmmanuelMacron concernant les difficultés d'être étudiant aujourd'hui @Vondriknov https://t.co/3BlPVnbGMv,9f9aace4e527e88eb18620602d7423d04005de61,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"RT @ArnaudBaechler Clairvoyance et équilibre #Politique : @DavidLisnard , maire de #Cannes... Inspirez vous @EmmanuelMacron :-) ! https://t.co/hg6opg6Aev",33acf7c78ab80c88faaec36a9fe13c24acf034b1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"@Damocles_Fr @20RueduCirque @C_Barbier @EmmanuelMacron @enmarchefr @Jeunes_EnMarche @LEXPRESS @BFMTV @ojim_france @MichelJanva @FrDesouche Pareil....""Lire la presse polue l'esprit du citoyen"" ....",c16ec97d2fbc3ff92c058a1b90bab2cb9cf9c1aa,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
RT @the_boss2016_ vous ne serez jamais au pouvoir @MLP_officiel #JeSuis1Facho #ResisTeamFR https://t.co/iAE3J4GnL6,28c81cca6ed8786f99061a03198f44c95997563a,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
"RT @MLP_officiel En direct de Perpignan, dédicace à closer !!! <U+0001F603> http://t.co/F8y9pOhthU",a1d02e344ac5839a97bf9e637d0ca23eef9ac73d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0,0.333333333,0,0
"RT @Jaures2013 Sondage : désormais testé au 2nd tour, @JLMelenchon est donné gagnant face à Le Pen. #JLM2017 https://t.co/SCcnLRTabj https://t.co/NSxEoHHHFQ",5a80602fd5b29e06c8bad54a441f3680561a5202,NA,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RT @KarimaDelli Non @MLP_officiel la trahison c'est d'empoisonner les français & d'envoyer dans le mur les salariés d'une industrie qui doit se reconvertir https://t.co/QEqBq2sWQt,f63bda2f00bc24925086aefa4b83157a2ce24ee1,NA,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,0.333333333,0,0,0,0.666666667,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,1,0.666666667,0,0,0,0,0
RT @benoithamon Quand la gauche s'assume elle est ambitieuse et elle réussit. Votez pour un projet qui fera battre le coeur de la France. #DemainPresident https://t.co/FI3zsXQd8u,aee8e37ac54673c4b9bae2342cd8acc5ccdced8a,NA,0,0,0,0,0,1,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0.333333333,0,0
"RT @GG_RMC #FerrandGate ""Ça jette un flou sur le secrétaire général d'@enmarchefr, qui a notamment fait campagne sur la probité"" @JeudyBruno <U+0001F4E2> #GGRMC https://t.co/FiY0YXOPTp",89a85d9a2b7fd014854e5f90d254ab687bd9b53b,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
RT @squarehol @Alexicon83 @annouck_balcon @EmmanuelMacron @enmarchefr @TeamMacron2017 @itsmyPresident @RichardFerrand @Emmanuel4France @EMacron_2017 @cb75011 @SocDemMarche @STR_Trp Ou alors que Le Pen a perdu le débat et qu'elle ne va pas perdre avec 40% mais avec 30% dimanche soir,2978f932e3ffa0b3e58a1df3384e320ff81c82ac,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
@PaspardGroust @Maxence7502 @nicoleameline @FrancoisFillon @Fillon2017_fr @TousFillon @lesRepublicains @JeunesFillon https://t.co/pVhT7hEnl4,80c1a822b86f2d6a47c9cd3c8568686769b2199d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0.666666667,0,0,0,0
RT @benoithamon La démocratie ne peut être empêchée par un acte terroriste car c’est ce que les terroristes veulent. #BourdinDirect https://t.co/Q2H6gULCoJ,7a378309af691b2e6766a23f1a56d3945ae62c0b,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.666666667,0.666666667,0,0
"RT @JLMelenchon Si monsieur #Macron a pour objectif de faire une super loi El Khomri, il va lui en coûter. #DimPol #France3",0df066c76c9b37a520ce79d8898b592ed1eaf628,NA,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.666666667,0,1,0.333333333,0,0,0,0,0
"RT @MLP_officiel Si M. Macron ne se sent pas à l'aise, il peut toujours demander à François Hollande de venir lui tenir la main, je ne m'y opposerai pas. MLP https://t.co/1EkR1JL9gC",3796e0d0a198acccf8b1605afbdb64b15aff22d8,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.666666667,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,1,0,0,0,0,1,0.333333333,0,0,0,0,0
"RT @jfpoisson78 ""L'éléction de @EmmanuelMacron serait un drame pour la France."" Réunion de soutien à @FrancoisFillon à Les Essarts le Roi",a57f748b1ddd30153b8d798deebd50f4f49bba9f,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.666666667,0,1,0,0.333333333,0,0,0,0
"RT @MLP_officiel ""E. #Macron lancera cet été par ordonnances une loi El-Khomri puissance 10. Avec @DLF_Officiel, nous serons la seule opposition !"" #RTLMatin",ed4eb6c7a66ec33e8fd2211ad010dade7743b03e,NA,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,0.333333333,0,0,0,0.333333333,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0.666666667,0,1,0,0,0,0.333333333,1,0
RT @rabesFN Les arabes parlent aux arabes ! Écoutez bien les paroles. Ouvrons les yeux! BRAVO JEUNE HOMME <U+0001F44F><U+0001F44F><U+0001F44F> #MLP #Marine2017 @MLP_officiel #FN https://t.co/8k8SZeaFwj,e3d52df034e706f436030fbf1b5600a7a6e8cfa7,NA,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0.333333333,0,0.333333333,0,0
"RT @laprovence <U+0001F534> #Présidentielle2017 : @EmmanuelMacron devient à 39 ans le plus jeune président de la Ve République <U+0001F1EB><U+0001F1F7> avec 65,1% https://t.co/NLhihg2zlD https://t.co/dcsRYG22Y8",4ea73084952d6e87a2ac244de265bbdd1b1b16db,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0.666666667,0,0,0,0
@EmmanuelMacron De quelle page tu parles ? Celle où le candidat sortant de droite est opposé au candidat fasciste ? Non attend ! c'est le remake de 2002.,125747982469f0373c9c93c6f14ed788b7073634,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0,1,0.666666667,0,0,0,0,0
"@EmmanuelMacron Ecoutez jeune homme, le burn out...on peut comprendre, mais svp, faîtes vous soigner !",1ff6117cc87c0106524f216bbe91620a34f60c9f,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0.666666667,0,0,0,0
RT @jechartier Une salle comble ce soir à Perigueux plus de 400 personnes mobilisées pour @FrancoisFillon! Les Français veulent l'#alternance. #Fillon2017 https://t.co/4zv0Xgib8m,cc5f7c3023a42db2871863bc58018c112801894b,NA,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0.333333333,0,0,0
"RT @itsmaeril Bonsoir @FrancoisFillon, juste pour vous dire que je suis autiste, bien portante, sûrement plus lucide que vous et que je vous emmerde. <U+0001F495>",1828baabe9c043f43fd65d3ebf81ae57843e1aa3,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0.333333333,1,0,0,0,1,0.333333333,0,0,0,0,0
RT @CAT_Centre Merci à @ECiotti @CCastaner @jerome_riviere F. Pirenne @jlm_2017 et @D_Raimbourg d'avoir participé au #DébatCAT pour la #Presidentielle2017,91fbf106aba062886ef5b9cb420dfc1d85e1c3e5,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0.666666667,0,0,0,0
"RT @Belonzio9 Bravo Mr @UPR_Asselineau vous avez raison, la propagande journalistique ça suffit !! https://t.co/icdGrxWWT1",98a1dd2cb0c55b5efac315e7d3615241a192e09d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.666666667,0,0,1,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,1,1,0,0,0,0,0
"RT @JeunesMacron ""Je ne gouvernerais pas avec ceux qui ont gouverné"" @EmmanuelMacron #REPLAY #LEmissionPolitique <U+25B6><U+FE0F> https://t.co/8J8P7N8spb https://t.co/iW822ztxbq",95fd8acb91d06d8a90ff509928676f79c6c9f8c4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0.333333333,0,0
"RT @MLP_officiel ""Je souhaite la défiscalisation des heures supplémentaires pour permettre à ceux qui travaillent de gagner plus."" #2017LeDébat https://t.co/jge7Bjvly8",c62a0e9df0bb4f4c028cd75271b0370c6dc56aa4,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0.666666667,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.666666667,0,0
RT @FrancoisFillon #Environnement Je propose d'arrêter toutes les sources de productions d'électricité qui font appel aux énergies fossiles. #le79inter,b97cfe0b9b3e5ad2c1a45590b6b3111fc45271b4,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
RT @LutteOuvriere En bref : Les affaires continuent http://t.co/Rp5LqX5gek,836b194047a25e45f43d4a5eda4adff0bdcdb846,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0.333333333,0,0
@Fatnyfasan @JLMelenchon TOUT LE MONDE NE REGARDE PAS YOUTUBE <U+0001F631>DONC CE SERAIT MIEUX QU'IL EN PARLE EN MEETING <U+0001F633><U+0001F633>AU LIEU DE CRITIQUER LES AUTRES <U+0001F621>DEMAGO<U+0001F631>,7cd23ca36112f4c0e3399f35062c5db4058872be,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,1,0.666666667,0,0,0,0,0
"RT @MLP_officiel ""Je voudrais vous exprimer, à vous, électeurs patriotes français, ma plus profonde gratitude."" #Présidentielle2017 https://t.co/L3gmZvGRNN",96814f8e02de3022e634a3fa40d10e494b8f8bb1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0,0,1,0,0
"RT @EmmanuelMacron Très heureux d’être à Berlin avec la Chancelière Angela Merkel. Maintenant, et ensemble, au travail pour relancer l’Europe. https://t.co/QYyAujrg9u",747d09c34a2839563bdaae1fbe206fb57e5882eb,NA,0,0,0,0,0,0,0.666666667,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0,1,0,0,0
"RT @jmaphatie Ce qui est extraordinaire, c'est que vous ne répondez jamais aux questions... @EmmanuelMacron à @MLP_officiel #2017LeDebat",5bee894403539203f0ff7b8dd4b23437db6a44f3,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
RT @FParadol Le Zénith de Paris accueille les premières personnes pour le grand meeting de @MLP_officiel ! #MarineÀParis https://t.co/16Gd5VoMKP,760f6380f82fec9202e75e89487e4f2229ccf2dd,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0,0,0,1,0
"RT @HeddeMarguerite ""Les députés internet d'Emmanuel Macron ne peuvent pas mener à une majorité"" @FrancoisFillon #JT20h",e96602446858f1c4877a2379f05021252faa99dd,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
"@MLP_officiel 20h de France 2 totalement raté hier <U+0001F60E> sourire crispé trop forcé, lecture des notes trop présente. Pas bon signe tout ca <U+0001F914>",6032a8c58c9f8a20358f42e69dbbfc754a7e5270,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0.666666667,0,1,0.666666667,0,0,0,0,0
RT @EmmanuelMacron Je ne crois pas au multiculturalisme. Je me battrai contre tout communautarisme. #MacronBesançon https://t.co/k6P3vR0TbW,a8deb784d326077e46fd0513bf6f698c59a5e9ff,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
Les législatives vont être drôles. Meilleur scénario blague @EmmanuelMacron avec @JLMelenchon comme premier ministre. <U+0001F44C><U+0001F602>,99001fe43a01eac00db15a8875542d0bceb008e4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"RT @JLMelenchon <U+0001F690> Ce dimanche, grand départ de 7 caravanes insoumises qui rejoignent la campagne #AuTourDuPeuple ! Rejoignez-les : https://t.co/inJcOAdu3X https://t.co/A8ZnT4f8WO",6107a5580b6225ac7f2591650fb290b1fd6e34ec,NA,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0,0.333333333,0,0
@JLMelenchon @libe @LeParisien_75 @france24 soit naïf soit complice alliance Alba avec Iran présence Hezbollah pays Alba ? https://t.co/AV5QQFpMou,1972680b31253a1a52702b8ea38d7dcda9fc9e3c,NA,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0,1,0,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RT @benoithamon La recomposition de la gauche ne se fera pas autour d'une sortie de l'Europe <U+0001F4FD>Revoir l’intégralité de l’émission : https://t.co/JaQecS22pC https://t.co/hVdQbXpnVq,07132647aa36a693d91b4a53114f8d64a21bf49b,NA,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0.666666667,0,0
RT @david_rachline <U+0001F4E2> RT ! Affichez massivement votre soutien à @MLP_officiel sur les réseaux sociaux ! Rendez-vous ici <U+27A1><U+FE0F> https://t.co/qRhLxasQsx https://t.co/eQdhjBYKlX,aac7f66b62cfd0e07ce2d9017a519cf8afbf731f,NA,0,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
